timestamp,temperature,humidity,pressure
2023-01-01 00:00:00,6.7,98,1019.0
2023-01-01 01:00:00,7.2,98,1019.3
2023-01-01 02:00:00,7.2,98,1019.8
2023-01-01 03:00:00,6.0,100,1021.6
2023-01-01 04:00:00,9.5,95,1021.0
2023-01-01 05:00:00,12.1,86,1021.5
2023-01-01 06:00:00,12.4,88,1022.2
2023-01-01 07:00:00,16.3,65,1020.4
2023-01-01 08:00:00,17.0,58,1019.5
2023-01-01 09:00:00,17.8,67,1020.2
2023-01-01 10:00:00,16.9,61,1019.4
2023-01-01 11:00:00,16.1,79,1019.3
2023-01-01 12:00:00,14.8,87,1019.5
2023-01-01 13:00:00,14.0,73,1019.6
2023-01-01 14:00:00,12.8,78,1020.3
2023-01-01 15:00:00,11.8,82,1020.8
2023-01-01 16:00:00,10.9,86,1021.1
2023-01-01 17:00:00,10.0,90,1021.3
2023-01-01 18:00:00,7.8,95,1021.3
2023-01-01 19:00:00,6.9,98,1021.3
2023-01-01 20:00:00,6.7,99,1021.8
2023-01-01 21:00:00,6.2,99,1021.1
2023-01-01 22:00:00,5.8,99,1020.5
2023-01-01 23:00:00,5.7,99,1020.1
2023-01-02 00:00:00,5.4,99,1020.1
2023-01-02 01:00:00,5.1,99,1020.8
2023-01-02 02:00:00,5.4,97,1021.6
2023-01-02 03:00:00,5.8,100,1023.6
2023-01-02 04:00:00,7.1,92,1023.2
2023-01-02 05:00:00,8.3,94,1023.7
2023-01-02 06:00:00,7.4,100,1024.7
2023-01-02 07:00:00,12.6,83,1023.0
2023-01-02 08:00:00,14.7,72,1021.9
2023-01-02 09:00:00,14.8,72,1021.0
2023-01-02 10:00:00,15.7,63,1020.4
2023-01-02 11:00:00,14.4,79,1020.6
2023-01-02 12:00:00,13.2,79,1020.7
2023-01-02 13:00:00,9.4,87,1021.3
2023-01-02 14:00:00,8.6,88,1022.0
2023-01-02 15:00:00,8.0,91,1022.3
2023-01-02 16:00:00,6.6,96,1022.6
2023-01-02 17:00:00,6.4,97,1022.8
2023-01-02 18:00:00,6.5,98,1022.6
2023-01-02 19:00:00,6.4,98,1022.3
2023-01-02 20:00:00,6.4,99,1022.1
2023-01-02 21:00:00,5.3,99,1022.6
2023-01-02 22:00:00,5.6,100,1022.2
2023-01-02 23:00:00,6.2,97,1022.0
2023-01-03 00:00:00,6.5,97,1022.3
2023-01-03 01:00:00,6.8,97,1022.8
2023-01-03 02:00:00,6.6,95,1023.5
2023-01-03 03:00:00,6.4,100,1024.9
2023-01-03 04:00:00,7.6,94,1025.1
2023-01-03 05:00:00,8.3,97,1025.3
2023-01-03 06:00:00,7.4,97,1025.8
2023-01-03 07:00:00,12.7,81,1024.0
2023-01-03 08:00:00,14.3,76,1022.8
2023-01-03 09:00:00,11.2,83,1022.4
2023-01-03 10:00:00,15.5,69,1021.2
2023-01-03 11:00:00,14.6,73,1021.2
2023-01-03 12:00:00,8.4,95,1022.7
2023-01-03 13:00:00,10.2,92,1022.2
2023-01-03 14:00:00,9.3,94,1022.6
2023-01-03 15:00:00,8.7,95,1022.9
2023-01-03 16:00:00,8.0,95,1023.3
2023-01-03 17:00:00,7.8,94,1023.5
2023-01-03 18:00:00,6.6,96,1023.8
2023-01-03 19:00:00,6.1,96,1023.3
2023-01-03 20:00:00,5.5,97,1023.0
2023-01-03 21:00:00,5.6,97,1022.6
2023-01-03 22:00:00,6.2,96,1022.0
2023-01-03 23:00:00,5.9,96,1021.8
2023-01-04 00:00:00,5.4,97,1021.7
2023-01-04 01:00:00,4.6,99,1022.1
2023-01-04 02:00:00,4.0,100,1022.7
2023-01-04 03:00:00,6.0,97,1024.8
2023-01-04 04:00:00,7.5,98,1024.4
2023-01-04 05:00:00,9.4,96,1024.6
2023-01-04 06:00:00,8.8,84,1025.7
2023-01-04 07:00:00,14.2,77,1023.0
2023-01-04 08:00:00,15.4,70,1021.7
2023-01-04 09:00:00,11.0,75,1022.9
2023-01-04 10:00:00,15.9,65,1021.1
2023-01-04 11:00:00,14.8,71,1021.2
2023-01-04 12:00:00,8.6,92,1022.5
2023-01-04 13:00:00,10.2,90,1021.9
2023-01-04 14:00:00,7.9,94,1023.2
2023-01-04 15:00:00,7.0,95,1023.5
2023-01-04 16:00:00,6.6,96,1023.8
2023-01-04 17:00:00,6.3,97,1024.0
2023-01-04 18:00:00,5.7,97,1024.1
2023-01-04 19:00:00,5.1,98,1023.9
2023-01-04 20:00:00,4.3,99,1023.7
2023-01-04 21:00:00,3.8,100,1023.2
2023-01-04 22:00:00,3.9,100,1022.7
2023-01-04 23:00:00,4.2,99,1022.4
2023-01-05 00:00:00,6.1,95,1022.7
2023-01-05 01:00:00,5.8,96,1023.4
2023-01-05 02:00:00,5.6,96,1023.9
2023-01-05 03:00:00,6.2,97,1025.2
2023-01-05 04:00:00,6.6,98,1025.0
2023-01-05 05:00:00,7.3,97,1025.7
2023-01-05 06:00:00,7.0,97,1026.4
2023-01-05 07:00:00,12.0,81,1024.5
2023-01-05 08:00:00,13.8,76,1023.3
2023-01-05 09:00:00,11.2,78,1023.7
2023-01-05 10:00:00,14.4,71,1022.8
2023-01-05 11:00:00,13.8,75,1022.8
2023-01-05 12:00:00,8.2,95,1023.8
2023-01-05 13:00:00,8.5,92,1023.3
2023-01-05 14:00:00,8.2,93,1023.7
2023-01-05 15:00:00,7.7,95,1024.0
2023-01-05 16:00:00,7.5,95,1024.4
2023-01-05 17:00:00,6.9,96,1024.5
2023-01-05 18:00:00,5.7,97,1024.6
2023-01-05 19:00:00,5.1,98,1024.3
2023-01-05 20:00:00,4.0,100,1024.6
2023-01-05 21:00:00,3.7,100,1023.6
2023-01-05 22:00:00,3.8,100,1022.9
2023-01-05 23:00:00,4.3,100,1022.6
2023-01-06 00:00:00,4.5,99,1022.5
2023-01-06 01:00:00,6.2,96,1024.0
2023-01-06 02:00:00,6.2,98,1024.6
2023-01-06 03:00:00,5.0,100,1026.3
2023-01-06 04:00:00,6.8,94,1026.0
2023-01-06 05:00:00,7.8,93,1026.2
2023-01-06 06:00:00,6.4,91,1027.9
2023-01-06 07:00:00,11.5,80,1026.1
2023-01-06 08:00:00,12.3,76,1024.8
2023-01-06 09:00:00,8.0,81,1025.0
2023-01-06 10:00:00,12.3,74,1023.8
2023-01-06 11:00:00,12.0,75,1023.5
2023-01-06 12:00:00,8.4,81,1024.5
2023-01-06 13:00:00,9.5,87,1024.0
2023-01-06 14:00:00,7.8,93,1024.6
2023-01-06 15:00:00,6.6,96,1024.7
2023-01-06 16:00:00,6.6,97,1025.1
2023-01-06 17:00:00,5.9,98,1024.8
2023-01-06 18:00:00,6.7,98,1024.7
2023-01-06 19:00:00,6.8,97,1024.2
2023-01-06 20:00:00,6.7,97,1023.6
2023-01-06 21:00:00,5.7,97,1023.5
2023-01-06 22:00:00,5.1,99,1022.9
2023-01-06 23:00:00,5.1,100,1022.3
2023-01-07 00:00:00,5.7,99,1022.1
2023-01-07 01:00:00,5.9,99,1022.6
2023-01-07 02:00:00,6.2,98,1022.9
2023-01-07 03:00:00,6.6,91,1024.3
2023-01-07 04:00:00,8.3,92,1023.7
2023-01-07 05:00:00,10.1,87,1024.1
2023-01-07 06:00:00,9.6,77,1024.1
2023-01-07 07:00:00,13.2,75,1022.3
