timestamp,temperature,humidity,pressure,anomaly,anomaly_type,temp_prev,humidity_prev,pressure_prev,temp_diff,humidity_diff,pressure_diff,time_gap_hours,temp_rate,humidity_rate,pressure_rate,temp_roll_mean_3,humidity_roll_mean_3,pressure_roll_mean_3,temp_roll_std_3,humidity_roll_std_3,pressure_roll_std_3,hour,month,hour_sin,hour_cos,month_sin,month_cos
2020-01-01 09:00:00,17.0,52,1022.3,0,normal,,,,,,,,,,,,,,,,,9,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2020-01-01 12:00:00,15.0,68,1022.5,0,normal,17.0,52.0,1022.3,-2.0,16.0,0.20000000000004547,3.0,-0.6666666666666666,5.333333333333333,0.06666666666668182,,,,,,,12,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2020-01-02 03:00:00,5.4,94,1024.7,0,normal,15.0,68.0,1022.5,-9.6,26.0,2.2000000000000455,15.0,-0.64,1.7333333333333334,0.1466666666666697,12.466666666666667,71.33333333333333,1023.1666666666666,6.201075175591192,21.197484127446195,1.3316656236959359,3,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
2020-01-02 06:00:00,16.2,58,1024.0,0,normal,5.4,94.0,1024.7,10.799999999999999,-36.0,-0.7000000000000455,3.0,3.5999999999999996,-12.0,-0.2333333333333485,12.200000000000001,73.33333333333333,1023.7333333333332,5.919459434779497,18.583146486355144,1.123981020005913,6,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2020-01-02 09:00:00,19.6,47,1021.0,0,normal,16.2,58.0,1024.0,3.400000000000002,-11.0,-3.0,3.0,1.133333333333334,-3.6666666666666665,-1.0,13.733333333333334,66.33333333333333,1023.2333333333332,7.414400402819728,24.583192089989726,1.965536398374096,9,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2020-01-02 12:00:00,15.8,67,1020.6,0,normal,19.6,47.0,1021.0,-3.8000000000000007,20.0,-0.39999999999997726,3.0,-1.2666666666666668,6.666666666666667,-0.13333333333332575,17.200000000000003,57.333333333333336,1021.8666666666667,2.0880613017821146,10.016652800877816,1.8583146486353632,12,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2020-01-03 03:00:00,8.4,97,1021.1,0,normal,15.8,67.0,1020.6,-7.4,30.0,0.5,15.0,-0.49333333333333335,2.0,0.03333333333333333,14.600000000000001,70.33333333333333,1020.9,5.695612346359258,25.166114784235834,0.26457513110483916,3,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
2020-01-03 06:00:00,17.4,56,1020.4,0,normal,8.4,97.0,1021.1,8.999999999999998,-41.0,-0.7000000000000455,3.0,2.9999999999999996,-13.666666666666666,-0.2333333333333485,13.866666666666667,73.33333333333333,1020.6999999999999,4.801388688008224,21.22105872319601,0.36055512754509433,6,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2020-01-03 09:00:00,20.0,40,1017.2,0,normal,17.4,56.0,1020.4,2.6000000000000014,-16.0,-3.199999999999932,3.0,0.8666666666666671,-5.333333333333333,-1.066666666666644,15.266666666666666,64.33333333333333,1019.5666666666667,6.087144924620519,29.399546481762837,2.079262689833035,9,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2020-01-03 12:00:00,17.4,56,1017.1,0,normal,20.0,40.0,1017.2,-2.6000000000000014,16.0,-0.10000000000002274,3.0,-0.8666666666666671,5.333333333333333,-0.03333333333334091,18.266666666666666,50.666666666666664,1018.2333333333332,1.5011106998930335,9.237604307034008,1.8770544300394933,12,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2020-01-04 03:00:00,6.4,91,1019.8,0,normal,17.4,56.0,1017.1,-10.999999999999998,35.0,2.699999999999932,15.0,-0.7333333333333332,2.3333333333333335,0.17999999999999544,14.600000000000001,62.333333333333336,1018.0333333333333,7.219418259112019,26.08320021265284,1.5307950004265014,3,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
2020-01-04 06:00:00,16.0,59,1020.0,0,normal,6.4,91.0,1019.8,9.6,-32.0,0.20000000000004547,3.0,3.1999999999999997,-10.666666666666666,0.06666666666668182,13.266666666666667,68.66666666666667,1018.9666666666667,5.987765303795177,19.399312702601943,1.619670748433645,6,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2020-01-04 09:00:00,18.8,39,1016.3,0,normal,16.0,59.0,1020.0,2.8000000000000007,-20.0,-3.7000000000000455,3.0,0.9333333333333336,-6.666666666666667,-1.2333333333333485,13.733333333333334,63.0,1018.6999999999999,6.503332479070508,26.229754097207998,2.0808652046680574,9,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2020-01-04 12:00:00,16.0,56,1016.7,0,normal,18.8,39.0,1016.3,-2.8000000000000007,17.0,0.40000000000009095,3.0,-0.9333333333333336,5.666666666666667,0.13333333333336364,16.933333333333334,51.333333333333336,1017.6666666666666,1.6165807537309633,10.785793124908947,2.030599254735105,12,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
2020-01-05 03:00:00,8.0,94,1019.3,0,normal,16.0,56.0,1016.7,-8.0,38.0,2.599999999999909,15.0,-0.5333333333333333,2.533333333333333,0.17333333333332726,14.266666666666667,63.0,1017.4333333333334,5.604759881862323,28.160255680657443,1.6289055630485398,3,1,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387
2020-01-05 06:00:00,17.2,50,1019.1,0,normal,8.0,94.0,1019.3,9.2,-44.0,-0.1999999999999318,3.0,3.0666666666666664,-14.666666666666666,-0.06666666666664393,13.733333333333334,66.66666666666667,1018.3666666666667,5.001333155602949,23.860706890897703,1.4468356276133387,6,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387
2020-01-05 09:00:00,17.6,46,1017.7,0,normal,17.2,50.0,1019.1,0.40000000000000213,-4.0,-1.3999999999999773,3.0,0.13333333333333405,-1.3333333333333333,-0.46666666666665907,14.266666666666667,63.333333333333336,1018.6999999999999,5.430776494511016,26.633312473917567,0.871779788707193,9,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387
2020-01-05 12:00:00,15.4,65,1018.6,0,normal,17.6,46.0,1017.7,-2.200000000000001,19.0,0.8999999999999773,3.0,-0.7333333333333337,6.333333333333333,0.29999999999999244,16.733333333333334,53.666666666666664,1018.4666666666667,1.1718930554164777,10.016652800877809,0.7094598884584885,12,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387
